disease_signature,library,term,p_value,combined_score,overlap_genes,interpretation
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ATP5B Up,5.846660589641705e-08,1394.0640611042768,FTO;DPP4;CA2;SLC2A1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PDS5A Up,5.846660589641705e-08,1394.0640611042768,FTO;PKM;AKR1B1;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ERBIN Down,3.9467467419678816e-06,697.3161331156871,DPP4;PKM;CA2;SLC2A1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CLK1 Up,4.079409227282341e-06,689.5246318597923,DPP4;PKM;CA2;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,STK24 Up,4.079409227282341e-06,689.5246318597923,FTO;DPP4;CA2;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,IQSEC3 Up,4.146968312680285e-06,685.6839309989614,PKM;SLC2A1;AKR1B1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,REPS2 Up,4.146968312680285e-06,685.6839309989614,PKM;SLC2A1;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,KIF11 Up,4.215354658676165e-06,681.8792723295245,PKM;CA2;SLC2A1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PKIA Up,4.215354658676165e-06,681.8792723295245,FTO;PKM;CA2;SLC2A1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,VPS72 Up,4.215354658676165e-06,681.8792723295245,PKM;CA2;AKR1B1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CAV2 Up,4.28457481755327e-06,678.1101733975152,CA2;SLC2A1;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TOP1MT Down,4.354635366399249e-06,674.3761601258425,FTO;CA2;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,KCTD8 Up,4.354635366399249e-06,674.3761601258425,DPP4;CA2;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,RDH8 Up,4.354635366399249e-06,674.3761601258425,DPP4;CA2;AKR1B1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SCAMP3 Up,4.354635366399249e-06,674.3761601258425,DPP4;CA2;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TGFBR2 Up,4.354635366399249e-06,674.3761601258425,DPP4;PKM;AKR1B1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SLC25A21 Down,4.425542904437184e-06,670.6767666690207,PKM;CA2;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SEC14L4 Up,4.425542904437184e-06,670.6767666690207,PKM;CA2;AKR1B1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,UBA1 Up,4.425542904437184e-06,670.6767666690207,CA2;SLC2A1;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ADH5 Down,4.425542904437184e-06,670.6767666690207,PKM;CA2;AKR1B1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CTTNBP2 Down,4.425542904437184e-06,670.6767666690207,DPP4;CA2;SLC2A1;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ARHGAP18 Up,4.497304053156905e-06,667.0115352346738,FTO;PKM;CA2;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CAMKK2 Up,4.497304053156905e-06,667.0115352346738,FTO;CA2;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PARVG Up,4.497304053156905e-06,667.0115352346738,PKM;CA2;AKR1B1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TRIM46 Up,4.497304053156905e-06,667.0115352346738,CA2;SLC2A1;AKR1B1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ATP5D Down,4.497304053156905e-06,667.0115352346738,DPP4;CA2;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CLCF1 Down,4.569925457634111e-06,663.3800158957769,DPP4;CA2;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ATP1A3 Up,4.643413786482537e-06,659.7817664249902,PKM;CA2;AKR1B1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MYLK2 Up,4.643413786482537e-06,659.7817664249902,PKM;CA2;AKR1B1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,IDO2 Down,4.643413786482537e-06,659.7817664249902,CA2;SLC2A1;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,RGS10 Down,0.00019005575087453592,307.36577462542357,CA2;SLC2A1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TBRG4 Down,0.00019005575087453592,307.36577462542357,PKM;CA2;SLC2A1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TCF12 Up,0.00019005575087453592,307.36577462542357,PKM;CA2;SLC2A1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ASS1 Up,0.00019241074355822626,305.6134931663387,DPP4;CA2;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PKN1 Down,0.00019241074355822626,305.6134931663387,DPP4;CA2;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PTAFR Down,0.00019241074355822626,305.6134931663387,CA2;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,KCNK13 Up,0.00019241074355822626,305.6134931663387,FTO;PKM;CA2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,NLRC5 Up,0.00019241074355822626,305.6134931663387,PKM;CA2;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,OSCAR Up,0.00019241074355822626,305.6134931663387,PKM;CA2;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,FBN1 Down,0.00019241074355822626,305.6134931663387,DPP4;CA2;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,LRRIQ3 Down,0.00019241074355822626,305.6134931663387,DPP4;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MDFIC Down,0.00019241074355822626,305.6134931663387,CA2;SLC2A1;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ADGRG1 Up,0.00019478468503091324,303.8778494479002,CA2;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CDC37 Up,0.00019478468503091324,303.8778494479002,SLC2A1;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,S100Z Down,0.00019478468503091324,303.8778494479002,CA2;AKR1B1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,EDEM2 Up,0.00019478468503091324,303.8778494479002,DPP4;PKM;CA2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,EHBP1L1 Up,0.00019478468503091324,303.8778494479002,DPP4;AKR1B1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,F13A1 Up,0.00019478468503091324,303.8778494479002,PKM;CA2;SLC2A1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,IGLON5 Up,0.00019478468503091324,303.8778494479002,SLC2A1;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,IL22 Up,0.00019478468503091324,303.8778494479002,AKR1B1;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,IRF3 Up,0.00019478468503091324,303.8778494479002,CA2;SLC2A1;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,VRK2 Up,0.00019478468503091324,303.8778494479002,DPP4;PKM;SLC2A1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SERPING1 Down,0.00019717764430167352,302.15861887060737,CA2;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TRPC7 Down,0.00019717764430167352,302.15861887060737,CA2;SLC2A1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,KCNE3 Up,0.00019717764430167352,302.15861887060737,CA2;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,NDUFS2 Up,0.00019717764430167352,302.15861887060737,DPP4;CA2;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ATP2A1 Down,0.00019717764430167352,302.15861887060737,PKM;SLC2A1;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CHRNA10 Down,0.00019717764430167352,302.15861887060737,PKM;CA2;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,LDLRAD3 Down,0.00019717764430167352,302.15861887060737,SLC2A1;AKR1B1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,AADACL2 Up,0.00019958969022854052,300.4555807852775,CA2;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,BMPR1B Up,0.00019958969022854052,300.4555807852775,CA2;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,C2ORF16 Up,0.00019958969022854052,300.4555807852775,CA2;SLC2A1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CLDN11 Up,0.00019958969022854052,300.4555807852775,DPP4;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CR2 Up,0.00019958969022854052,300.4555807852775,DPP4;SLC2A1;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TNFSF18 Down,0.00019958969022854052,300.4555807852775,PKM;CA2;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,HPN Up,0.00019958969022854052,300.4555807852775,FTO;CA2;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,HSD11B1 Up,0.00019958969022854052,300.4555807852775,AKR1B1;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,INTS4 Up,0.00019958969022854052,300.4555807852775,SLC2A1;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,KCNS3 Up,0.00019958969022854052,300.4555807852775,PKM;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MCCC1 Up,0.00019958969022854052,300.4555807852775,PKM;AKR1B1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,NNT Up,0.00019958969022854052,300.4555807852775,FTO;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SERPINE1 Up,0.00019958969022854052,300.4555807852775,PKM;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SLC7A11 Up,0.00019958969022854052,300.4555807852775,PKM;CA2;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SPINK4 Up,0.00019958969022854052,300.4555807852775,PKM;CA2;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TOP2B Up,0.00019958969022854052,300.4555807852775,FTO;CA2;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ZBTB32 Up,0.00019958969022854052,300.4555807852775,CA2;AKR1B1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,B4GALT3 Down,0.00019958969022854052,300.4555807852775,DPP4;CA2;SLC2A1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CD207 Down,0.00019958969022854052,300.4555807852775,CA2;SLC2A1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CDK17 Down,0.00019958969022854052,300.4555807852775,CA2;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,FNTB Down,0.00019958969022854052,300.4555807852775,PKM;CA2;SLC2A1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,FPR1 Down,0.00019958969022854052,300.4555807852775,DPP4;CA2;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,GRIK5 Down,0.00019958969022854052,300.4555807852775,CA2;SLC2A1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MRPL16 Down,0.00019958969022854052,300.4555807852775,CA2;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,NTRK3 Down,0.0002020208916409693,298.7685183858688,CA2;AKR1B1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CREG1 Up,0.0002020208916409693,298.7685183858688,DPP4;PKM;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CTRL Up,0.0002020208916409693,298.7685183858688,PKM;SLC2A1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SKP1 Down,0.0002020208916409693,298.7685183858688,FTO;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,DNLZ Up,0.0002020208916409693,298.7685183858688,DPP4;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TIRAP Down,0.0002020208916409693,298.7685183858688,DPP4;CA2;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TSSK6 Down,0.0002020208916409693,298.7685183858688,CA2;AKR1B1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,HIST1H2BJ Up,0.0002020208916409693,298.7685183858688,CA2;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,OLR1 Up,0.0002020208916409693,298.7685183858688,DPP4;CA2;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PANX3 Up,0.0002020208916409693,298.7685183858688,CA2;SLC2A1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PAPSS2 Up,0.0002020208916409693,298.7685183858688,PKM;AKR1B1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,RNASEH2A Up,0.0002020208916409693,298.7685183858688,CA2;SLC2A1;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SNAPC4 Up,0.0002020208916409693,298.7685183858688,PKM;SLC2A1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CCDC141 Down,0.0002020208916409693,298.7685183858688,PKM;CA2;AKR1B1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CCDC77 Down,0.0002020208916409693,298.7685183858688,SLC2A1;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CFL1 Down,0.0002020208916409693,298.7685183858688,PKM;CA2;SLC2A1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CHRNA9 Down,0.0002020208916409693,298.7685183858688,DPP4;PKM;CA2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
